点赞数,评论数,转发数,发布时间,微博内容
3,0,2,2022-7-16 11:44,【第十七届中国国际酒业博览会在四川泸州开幕】7月15日，第十七届中国国际酒业博览会在四川泸州开幕。来自全球45个国家和地区的1200余名政商代表、1100余家企业的代表参会参展，共商酒业发展。（新华社） 中国一带一路网的微博视频 
3,0,2,2022-7-15 15:58,【携手非洲共同应对气候变化】气候变化及其负面影响是全人类共同面临的迫切问题和严峻挑战。非洲作为发展中国家最集中的大陆，在适应及减缓气候变化合作中采取了多种应对举措，作出了巨大努力。中国与非洲在应对气候变化进程中不断加强协调与合作，有效提升了非洲应对气候变化的韧性和能力。（人民日报）
2,0,1,2022-7-15 14:56,【“中华风韵”交响音乐会在澳大利亚开启巡演】“中华风韵”交响音乐会13日晚在澳大利亚布里斯班表演艺术中心举办，为当地观众带来了一场中西合璧的音乐盛宴。（新华社） “中华风韵”交响音乐会在澳大利亚开启巡演 
3,0,2,2022-7-15 14:05,【“一带一路”国际合作青年故事会在京举行】记者7月14日从共青团中央获悉，“一带一路”国际合作青年故事会13日在京举行，以“奋进新征程 一起向未来”为主题，500余名中外方青年代表等通过线上线下相结合的方式参会。会上，来自“一带一路”重点项目上的10名中外方青年代表用缅、俄、英、汉四种语言倾情讲述奋斗与合作的故事，促进彼此心灵融合、协作共进。中华全国青年联合会副秘书长董霞表示，青年是推动构建人类命运共同体的有生力量。“一带一路”倡议源自中国，机会惠及沿线各国青年，成果的取得也离不开各国青年的努力。（新华社）
3,0,6,2022-7-15 12:20,【全球连线 | 中国茶叶“出海记”】自古以来，茶叶就是中国对外贸易的重要商品。在全球各地，越来越多的人喜欢上中国茶。据统计，2021年中国对“一带一路”共建国家茶叶出口总量达10.85万吨，同比增6.0%，出口总额达7.19亿美元。请跟随记者的镜头来中国重点名茶产区安徽省，看新鲜产出的有机茶如何漂洋过海到世界各地。到非洲加纳，听当地人如何评价中国茶。（新华社）
3,0,1,2022-7-15 11:49,【#中企承建黑山南北高速公路优先段通车#】由中国企业承建的黑山南北高速公路优先段通车仪式13日晚在黑山首都波德戈里察举行。（新华社） 中国一带一路网的微博视频 
4,0,1,2022-7-15 11:06,【潮头观澜 | 乌鲁木齐国际陆港区——丝绸之路经济带核心区建设的标志性工程】7月12日下午，在新疆乌鲁木齐市考察的习近平总书记来到乌鲁木齐国际陆港区，听取整体情况介绍，通过实时画面察看中欧班列（乌鲁木齐）集结中心各功能区和阿拉山口口岸、霍尔果斯口岸现场作业情况，并同工作人员及现场办事人员亲切交流。（新华社）
3,0,1,2022-7-15 10:39,【全球连线｜#外资企业继续看好中国营商环境#】今年前四个月，中国实际使用外资金额同比增长20.5%，跨境资金流动持续保持净流入；一季度，72.1%的外资企业在华增资幅度大于5%……这组数据展现出今年以来外资向中国投出了“信任票”。一些外资企业加码在华布局，资金和项目流入实体经济。外资企业在中国投资保持增长，是因为看好中国市场发展的新机遇。中国经济长期向好的基本面没有改变，转型升级、高质量发展的大势没有改变。有理由相信外资将长期保持对中国的投资热度，中国市场也将给全球带来新的机遇。（新华社）
6,0,2,2022-7-14 16:03,【中企投资老挝南欧江水电站累计发电破100亿千瓦时】中国电建老挝南欧江流域发电有限公司13日在老挝琅勃拉邦南欧江电力运维管理中心举办首次公众开放日活动时宣布，截至12日6时，中国电建在老挝投资建设的南欧江全流域梯级水电站累计发电突破100亿千瓦时，为老挝经济社会发展提供源源不断的清洁电能支持。（新华社）
3,0,2,2022-7-14 15:11,【全球连线｜#中国企业参加圣保罗消费电子展#】2022年圣保罗国际消费类电子及家用电器产品展览会7月11日至14日在巴西圣保罗泛美展览中心举行，吸引世界各地相关企业参与，其中包括中国品牌TCL和格力。（新华社 ） 中国一带一路网的微博视频 
3,0,4,2022-7-14 12:10,【充分发挥“多快好省”的供应链优势 #中国跨境电商加速奔跑#】在数字化技术赋能下，中国跨境电商发展迅速，催生出一批“微型跨国企业”。据海关统计，中国跨境电商进出口5年增长近10倍，2021年规模达到1.92万亿元人民币，增长18.6%。业内专家认为，跨境电商作为中国发展速度最快、潜力最大、带动作用最强的外贸新业态，已成为外贸发展的新动能、转型升级的新渠道和高质量发展的新抓手。（人民日报海外版）
2,0,5,2022-7-14 11:56,【数说中国丨#6月份我国外贸重回两位数增长#】海关总署13日发布数据：今年上半年，我国外贸实现稳步增长，货物贸易进出口总值19.8万亿元，同比增长9.4%。其中6月当月，进出口同比增长14.3%，增速较5月加快4.8个百分点。数据显示，上半年，我国出口11.14万亿元，同比增长13.2%；进口8.66万亿元，同比增长4.8%。（新华社）
1,0,4,2022-7-13 18:55,【兰洽会助力更多企业拓展“一带一路”商机】近年来，“一带一路”建设红利不断释放，中国西部市场的巨大潜力和商机吸引着越来越多的国内外企业。7月7日至11日，兰洽会在甘肃省兰州市举行。已经连续举办28届的兰洽会成为众多企业开拓中国西部市场的平台。据悉，本届兰洽会共签约898个合同项目、总金额达5311.13亿元，签约项目数量、金额比上届分别增长28.84%、35.86%。（新华社客户端）
3,0,4,2022-7-13 17:55,【再也不需要走出国门去学习这些技能了——中国职业技术培训助力卢旺达储备技术人才】东非艳阳下，四台大型设备在空地上来回运转，几十名头戴黄色安全帽、身穿蓝色校服的学生站在空地旁观摩。人群最前面的四人头戴红色安全帽，这是一名中国教师和三名当地教师组成的教学团队，正指导学生掌握操作设备的要领……这样的场景，几乎每天都在位于东非国家卢旺达首都基加利的恒华职业技术学院上演。这家学院成立于2018年，为卢旺达以及非洲大湖地区其他国家青年提供挖掘机、铲车等重型机械操作维护、土地测量测绘等专业培训，学院学制分为三年制专业和三个月短期培训，目前在校生有154人。（新华网）
3,0,4,2022-7-13 16:40,【重庆跨境公路班车（南亚班车）尼泊尔线首发】重庆跨境公路班车（南亚班车）尼泊尔线首发班车从重庆南彭公路保税物流中心驶出，将全程通过公路运输，沿着川藏茶马古道，从西藏樟木口岸出境，最终抵达尼泊尔加德满都。（新华网） 
2,0,3,2022-7-13 16:27,【葡萄牙米尼奥大学举办“一带一路”倡议图片展】中国“一带一路”倡议图片展7月8日在葡萄牙北部城市布拉加的米尼奥大学揭幕。（中国一带一路网） 葡萄牙米尼奥大学举办“一带一路”倡议图片展 
2,0,3,2022-7-13 14:32,【权威快报丨全国知识产权半年报：稳中有进】7月12日，我国知识产权半年报新鲜出炉。一系列核心指标表明，当前我国知识产权发展“基本面”——稳中有进。（新华社） 权威快报丨全国知识产权半年报：稳中有进 
2,0,2,2022-7-13 14:11,【古丝路上的经贸“三新”变奏曲】第28届中国兰州投资贸易洽谈会近日在甘肃省兰州市拉开帷幕。作为西部地区主题鲜明、特色突出的重要贸易投资促进平台，本届兰洽会以新通道、新材料、新能源为代表的绿色产业频频“亮相”，截至目前签约项目金额达4300亿元，比上届增长10%，合作交流成果丰硕。（新华社）
2,0,4,2022-7-13 8:58,【研发不停 积蓄后劲——#外贸企业主动应对化危为机#】面对国内国际多重挑战，中国外贸交出逆势增长的成绩单。《经济参考报》记者在调研采访中发现，近两年来，外贸企业加强了数字化营销，以线上线下结合的方式，不断开拓新市场。同时，在政策支持下，不少企业持续加大研发创新投入，争取以过硬的产品和服务应对未来的不确定性，赢得更大发展空间。（经济参考报）
1,0,3,2022-7-12 18:06,【第五届进博会发布消费品、汽车展区意向采购需求】第五届进博会将于今年11月5日至10日在上海举办，目前各项筹办工作正在有序推进。中国国际进口博览局前期分批公布了部分交易团的意向采购需求，得到各方积极关注。为进一步回应各方关切，助力各行业领域的参展商和采购商在进博会大平台实现精准对接，提升参会获得感，进博局将已公布的交易团意向采购需求按展区、产品分类后再度集中发布，助力供需双方更加精准地找到“连接点”。（央视新闻客户端）
2,0,5,2022-7-12 16:53,【我国专利代理行业发展势头迅猛】近年来我国专利申请量和代理业务需求快速增长，国家知识产权局知识产权运用促进司近日编制了《全国专利代理行业发展状况（2021年）》，数据显示，截至2021年底，我国专利代理机构共3934家（不含港澳台地区），执业专利代理师26840人，行业发展势头迅猛。（新华社） 
3,0,3,2022-7-12 15:42,【中国这十年•系列主题新闻发布丨海南：自贸港建设稳步推进】记者从11日举行的“中国这十年”系列主题新闻发布会海南专场上获悉，随着180多项自贸港政策文件接连落地生效，海南新增市场主体近年保持年均40%的增长速度，自贸港建设正稳步推进。（新华社） 中国这十年·系列主题新闻发布丨海南：自贸港建设稳步推进 
